,geohash6,temp,precip,precipcover,count
45945,h9drd7,81.8,0.075,12.5,5
46015,h9drd7,80.1,0.953,66.67,10
46046,h9drd7,84.6,0.51,20.83,5
46052,h9drd7,84.1,0.206,29.17,2
46061,h9drd7,79.2,1.236,33.33,1
46076,h9drd7,81.1,1.467,37.5,2
46078,h9drd7,80.9,0.0,0.0,5
46097,h9drd7,69.0,0.388,29.17,2
46124,h9drd7,76.7,0.031,8.33,1
46199,h9drd7,71.4,0.0,0.0,5
46371,h9drd8,78.3,0.487,58.33,2
46372,h9drd8,79.2,2.142,70.83,1
46464,h9drd8,79.8,0.088,16.67,20
46480,h9drd8,81.1,0.0,0.0,8
46571,h9drd8,83.8,0.381,29.17,3
46582,h9drd8,85.6,0.0,0.0,1
46645,h9drd8,82.4,0.008,4.17,1
46856,h9drd8,81.8,0.075,12.5,11
46964,h9drd8,85.3,0.0,0.0,7
46968,h9drd8,78.9,2.857,79.17,2
46982,h9drd8,79.6,0.0,0.0,6
47002,h9drd8,79.1,0.116,20.83,3
47009,h9drd8,78.1,0.0,0.0,1
47011,h9drd8,75.1,0.778,37.5,2
47064,h9drd8,74.4,0.01,8.33,1
47144,h9drd9,78.9,0.049,16.67,1
47318,h9drd9,84.0,0.0,0.0,4
47326,h9drd9,78.2,0.825,58.33,2
47352,h9drd9,83.5,0.072,12.5,2
47357,h9drd9,86.0,0.145,8.33,2
47390,h9drd9,80.4,0.597,20.83,3
47398,h9drd9,82.9,0.094,12.5,3
47438,h9drd9,80.8,0.066,12.5,6
47461,h9drd9,74.7,1.86,54.17,5
47466,h9drd9,68.5,0.0,0.0,4
47538,h9drd9,63.8,0.0,0.0,1
47630,h9drd9,79.8,0.0,0.0,2
47653,h9drd9,74.8,1.424,91.67,2
47683,h9drd9,84.2,0.0,0.0,2
47781,h9drd9,84.7,0.021,4.17,2
47815,h9drd9,80.4,0.574,25.0,3
47839,h9drd9,80.5,0.894,41.67,2
47840,h9drd9,81.6,0.028,8.33,3
47863,h9drd9,76.7,0.031,8.33,1
47928,h9drd9,75.7,0.0,0.0,1
47936,h9drd9,74.8,0.0,0.0,1
48007,h9drd9,77.7,0.244,20.83,3
48014,h9drdb,84.5,0.041,4.17,1
48115,h9drdb,83.2,0.008,4.17,1
48122,h9drdb,81.7,0.034,8.33,3
48152,h9drdb,81.3,0.412,16.67,1
48235,h9drdb,75.2,0.0,0.0,1
48236,h9drdb,77.2,0.004,4.17,1
48251,h9drdb,69.6,0.008,4.17,1
48350,h9drdb,83.5,0.138,16.67,3
48351,h9drdb,83.6,0.007,4.17,1
48461,h9drdc,81.2,0.049,12.5,2
48469,h9drdc,78.3,0.487,58.33,1
48470,h9drdc,80.0,0.072,25.0,3
48590,h9drdc,84.0,0.0,0.0,2
48601,h9drdc,83.7,0.002,4.17,5
48659,h9drdc,81.3,0.213,45.83,4
48660,h9drdc,80.9,0.06,20.83,3
48687,h9drdc,80.5,0.017,8.33,2
48728,h9drdc,77.2,0.004,4.17,13
48787,h9drdc,72.3,0.0,0.0,2
48804,h9drdc,75.5,0.102,12.5,5
48933,h9drdc,78.9,2.857,79.17,1
48958,h9drdc,76.7,0.031,8.33,1
49060,h9drdd,80.6,0.008,4.17,1
49064,h9drdd,80.1,0.598,29.17,1
49157,h9drdd,65.1,0.0,0.0,1
49208,h9drdd,77.7,0.0,0.0,3
49300,h9drdd,83.9,0.114,12.5,1
49319,h9drdd,85.4,0.018,12.5,3
49340,h9drdd,80.4,0.597,20.83,2
49348,h9drdd,81.3,0.213,45.83,3
49352,h9drdd,81.4,0.28,25.0,1
49355,h9drdd,82.2,0.055,4.17,2
49359,h9drdd,80.1,0.206,25.0,4
49380,h9drdd,80.3,0.005,4.17,1
49381,h9drdd,80.8,0.066,12.5,4
49388,h9drdd,80.3,0.0,0.0,1
49408,h9drdd,68.5,0.0,0.0,3
49466,h9drdd,69.6,0.008,4.17,1
49470,h9drdd,63.8,0.0,0.0,4
49473,h9drdd,60.7,0.0,0.0,3
49487,h9drdd,74.2,0.0,0.0,6
49514,h9drdd,77.8,0.0,0.0,4
49606,h9drdd,81.8,0.075,12.5,2
49665,h9drdd,85.4,0.0,0.0,3
49716,h9drdd,87.1,0.0,0.0,2
49732,h9drdd,83.5,0.206,20.83,2
49737,h9drdd,81.7,0.06,8.33,3
49741,h9drdd,83.5,0.138,16.67,2
49747,h9drdd,82.5,0.517,45.83,1
49775,h9drdd,80.1,0.221,12.5,4
49789,h9drdd,77.3,0.0,0.0,1
49804,h9drdd,75.1,0.778,37.5,2
49933,h9drdd,72.5,1.795,95.83,4
49937,h9drdd,72.5,2.422,83.33,1
49957,h9drde,75.9,2.496,91.67,3
49991,h9drde,79.2,2.142,70.83,1
50087,h9drde,60.0,0.0,0.0,2
50249,h9drde,78.3,0.578,25.0,2
50252,h9drde,80.8,0.022,4.17,3
50258,h9drde,82.1,0.361,25.0,1
50264,h9drde,79.2,3.027,66.67,3
50275,h9drde,80.4,1.448,37.5,2
50285,h9drde,83.9,0.114,12.5,2
50320,h9drde,86.6,0.0,0.0,2
50329,h9drde,80.4,0.597,20.83,2
50333,h9drde,81.7,0.36,16.67,3
50337,h9drde,83.5,0.049,16.67,2
50344,h9drde,81.4,0.28,25.0,2
50369,h9drde,84.6,0.0,0.0,5
50383,h9drde,81.0,0.107,4.17,3
50402,h9drde,74.7,1.86,54.17,5
50403,h9drde,68.5,0.0,0.0,3
50420,h9drde,74.8,0.591,50.0,2
50472,h9drde,69.6,0.008,4.17,9
50479,h9drde,63.8,0.0,0.0,6
50532,h9drde,75.5,0.102,12.5,3
50540,h9drde,74.8,0.0,0.0,2
50549,h9drde,74.1,0.677,58.33,1
50582,h9drde,77.8,0.0,0.0,4
50610,h9drde,83.9,0.0,0.0,2
50616,h9drde,74.5,0.11,16.67,3
50622,h9drde,82.3,0.0,0.0,3
50628,h9drde,81.1,0.708,54.17,4
50651,h9drde,78.3,3.914,75.0,5
50664,h9drde,78.2,0.186,45.83,2
50749,h9drde,85.2,0.0,0.0,3
50772,h9drde,84.6,0.51,20.83,4
50802,h9drde,81.1,1.467,37.5,2
50804,h9drde,78.9,2.857,79.17,2
50837,h9drde,77.3,0.0,0.0,1
50859,h9drde,75.1,0.778,37.5,1
50860,h9drde,77.4,0.118,25.0,1
50921,h9drde,64.6,0.0,0.0,3
50960,h9drde,73.4,0.0,0.0,1
51030,h9drde,74.6,2.391,37.5,2
51044,h9drde,72.5,1.795,95.83,8
51050,h9drdf,84.7,0.028,12.5,1
51060,h9drdf,83.1,0.0,0.0,1
51070,h9drdf,79.2,2.142,70.83,3
51073,h9drdf,80.0,0.072,25.0,1
51218,h9drdf,83.9,0.114,12.5,1
51226,h9drdf,85.6,0.0,0.0,1
51233,h9drdf,81.9,0.023,12.5,3
51236,h9drdf,81.7,0.36,16.67,2
51256,h9drdf,80.1,0.206,25.0,3
51284,h9drdf,74.7,1.86,54.17,2
51302,h9drdf,74.5,0.013,4.17,1
51470,h9drdf,80.1,0.953,66.67,1
51493,h9drdf,83.6,0.234,41.67,1
51511,h9drdf,85.3,0.0,0.0,2
51606,h9drdf,75.7,0.0,0.0,3
51672,h9drdf,80.3,0.0,0.0,4
51711,h9drdg,79.2,2.142,70.83,3
51746,h9drdg,77.1,0.013,4.17,2
51774,h9drdg,77.8,0.039,4.17,1
51795,h9drdg,78.9,0.0,0.0,1
51816,h9drdg,80.8,0.022,4.17,3
51828,h9drdg,79.2,3.027,66.67,4
51866,h9drdg,83.8,0.163,20.83,2
51875,h9drdg,84.6,0.021,4.17,2
51895,h9drdg,81.9,0.023,12.5,2
51899,h9drdg,81.3,0.213,45.83,3
51903,h9drdg,81.4,0.28,25.0,5
51915,h9drdg,79.5,1.856,37.5,3
51918,h9drdg,81.6,0.0,0.0,4
51946,h9drdg,82.2,0.176,8.33,3
52067,h9drdg,74.8,0.0,0.0,3
52114,h9drdg,78.3,0.01,8.33,4
52153,h9drdg,78.3,3.914,75.0,2
52168,h9drdg,82.2,0.0,0.0,1
52270,h9drdg,83.4,0.002,8.33,2
52278,h9drdg,78.9,2.857,79.17,1
52280,h9drdg,80.9,0.0,0.0,5
52328,h9drdg,79.1,0.116,20.83,1
52385,h9drdg,75.8,0.0,0.0,2
52409,h9drdg,79.3,0.0,0.0,2
52450,h9drdg,72.3,2.553,58.33,6
52454,h9drdg,72.5,2.422,83.33,2
52590,h9drdh,75.2,0.487,37.5,1
52654,h9drdh,78.4,0.064,70.83,3
52658,h9drdh,83.7,0.002,4.17,6
52665,h9drdh,83.0,0.028,25.0,3
52672,h9drdh,83.5,0.072,12.5,1
52728,h9drdh,81.2,0.675,33.33,4
52738,h9drdh,80.4,0.597,20.83,3
52817,h9drdh,74.7,1.86,54.17,3
52882,h9drdh,63.8,0.0,0.0,3
52990,h9drdh,79.8,0.0,0.0,10
53009,h9drdh,79.9,0.016,8.33,3
53023,h9drdh,81.8,0.075,12.5,4
53036,h9drdh,78.6,0.081,12.5,2
53085,h9drdh,80.1,0.953,66.67,4
53130,h9drdh,84.3,0.094,4.17,4
53136,h9drdh,79.2,1.236,33.33,2
53138,h9drdh,80.4,0.574,25.0,1
53154,h9drdh,81.1,1.467,37.5,4
53157,h9drdh,80.9,0.0,0.0,3
53507,h9drdj,77.3,0.0,0.0,1
53532,h9drdj,79.9,0.45,33.33,1
53533,h9drdj,81.7,0.034,8.33,2
53568,h9drdj,77.7,0.934,95.83,4
53582,h9drdj,81.5,0.039,12.5,4
53603,h9drdj,84.7,0.619,16.67,2
53606,h9drdj,84.6,0.021,4.17,3
53631,h9drdj,83.6,0.0,0.0,1
53635,h9drdj,80.4,1.068,25.0,1
53657,h9drdj,82.0,0.008,4.17,4
53662,h9drdj,79.5,0.002,4.17,3
53671,h9drdj,77.9,1.041,54.17,1
53694,h9drdj,74.5,0.013,4.17,2
53729,h9drdj,63.8,0.0,0.0,4
53758,h9drdj,74.3,0.047,12.5,4
53804,h9drdj,80.5,0.0,0.0,1
53821,h9drdj,78.4,0.0,0.0,2
53832,h9drdj,79.8,0.0,0.0,6
53834,h9drdj,83.9,0.0,0.0,4
53841,h9drdj,79.9,0.016,8.33,3
53926,h9drdj,84.9,0.0,0.0,2
53969,h9drdj,81.1,1.467,37.5,2
53971,h9drdj,78.9,2.857,79.17,3
53984,h9drdj,81.0,0.018,8.33,2
54185,h9drdk,77.6,0.999,58.33,1
54193,h9drdk,75.9,0.027,12.5,1
54198,h9drdk,74.3,0.049,12.5,13
54310,h9drdk,75.8,0.0,0.0,5
54440,h9drdk,77.7,0.0,0.0,3
54528,h9drdk,80.8,0.022,4.17,2
54534,h9drdk,81.8,0.542,20.83,4
54543,h9drdk,79.2,3.027,66.67,1
54566,h9drdk,80.0,1.373,66.67,3
54570,h9drdk,80.4,1.448,37.5,5
54601,h9drdk,83.8,0.381,29.17,3
54609,h9drdk,86.0,0.121,8.33,2
54626,h9drdk,81.2,0.675,33.33,3
54631,h9drdk,80.4,0.597,20.83,6
54643,h9drdk,81.4,0.28,25.0,4
54686,h9drdk,83.1,0.162,25.0,4
54691,h9drdk,80.3,0.005,4.17,4
54707,h9drdk,82.2,0.176,8.33,3
54730,h9drdk,70.3,0.0,0.0,5
54736,h9drdk,74.2,0.004,4.17,4
54775,h9drdk,70.9,0.0,0.0,1
54819,h9drdk,63.8,0.0,0.0,4
54844,h9drdk,72.2,0.073,4.17,3
54951,h9drdk,77.8,0.0,0.0,2
54971,h9drdk,77.9,0.0,0.0,4
54977,h9drdk,79.8,0.0,0.0,1
54981,h9drdk,75.0,0.0,0.0,1
54989,h9drdk,79.9,0.016,8.33,6
55049,h9drdk,83.7,0.023,12.5,2
55078,h9drdk,81.7,0.537,41.67,9
55099,h9drdk,80.1,0.953,66.67,4
55138,h9drdk,86.0,0.1,12.5,3
55151,h9drdk,86.3,0.018,8.33,3
55158,h9drdk,84.6,0.51,20.83,3
55194,h9drdk,81.1,1.467,37.5,3
55198,h9drdk,82.5,0.517,45.83,3
55202,h9drdk,75.6,0.0,0.0,2
55209,h9drdk,79.9,0.0,0.0,7
55249,h9drdk,78.5,0.337,70.83,1
55286,h9drdk,74.7,0.008,4.17,3
55380,h9drdk,75.7,0.0,0.0,2
55708,h9drdm,81.7,0.034,8.33,1
55722,h9drdm,79.8,0.0,0.0,4
55734,h9drdm,82.8,0.025,16.67,2
55758,h9drdm,83.3,0.12,4.17,4
55801,h9drdm,84.1,0.019,4.17,2
55833,h9drdm,85.1,0.0,0.0,6
55846,h9drdm,83.5,0.031,12.5,2
55848,h9drdm,80.4,0.597,20.83,4
55858,h9drdm,81.9,0.023,12.5,5
55874,h9drdm,80.9,0.06,20.83,2
55877,h9drdm,81.4,0.091,37.5,3
55914,h9drdm,80.3,0.0,0.0,6
55952,h9drdm,74.2,0.004,4.17,5
56149,h9drdm,77.2,0.0,0.0,3
56184,h9drdm,77.9,0.0,0.0,5
56194,h9drdm,79.2,0.0,0.0,2
56220,h9drdm,78.3,3.914,75.0,6
56235,h9drdm,84.8,0.0,0.0,2
56361,h9drdm,81.1,1.467,37.5,6
56479,h9drdm,75.7,0.0,0.0,3
56490,h9drdm,76.1,0.0,0.0,2
56507,h9drdm,65.6,0.0,0.0,2
56594,h9drdn,81.1,0.0,0.0,4
56601,h9drdn,79.6,0.631,50.0,1
56623,h9drdn,74.2,0.0,0.0,2
56627,h9drdn,72.0,0.0,0.0,2
56675,h9drdn,76.8,0.585,25.0,3
56711,h9drdn,78.7,0.0,0.0,1
56721,h9drdn,74.5,0.0,0.0,1
56735,h9drdn,82.8,0.0,0.0,2
56740,h9drdn,81.7,0.034,8.33,2
56791,h9drdn,84.6,0.0,0.0,1
56847,h9drdn,80.4,0.597,20.83,2
56856,h9drdn,82.2,0.055,4.17,2
57008,h9drdn,58.8,0.0,0.0,4
57113,h9drdn,79.8,0.0,0.0,4
57117,h9drdn,79.2,0.0,0.0,2
57121,h9drdn,74.5,0.11,16.67,1
57136,h9drdn,79.2,1.641,20.83,2
57137,h9drdn,74.8,1.424,91.67,3
57141,h9drdn,78.2,0.186,45.83,1
57145,h9drdn,78.6,0.081,12.5,7
57237,h9drdn,80.4,0.574,25.0,1
57246,h9drdn,82.5,0.517,45.83,4
57347,h9drdn,72.1,3.987,75.0,1
57353,h9drdn,74.8,0.0,0.0,4
57423,h9drdn,72.3,2.553,58.33,3
57443,h9drdp,81.1,0.0,0.0,4
57537,h9drdp,77.0,1.043,54.17,3
57623,h9drdp,81.6,0.072,25.0,1
57624,h9drdp,82.7,0.021,12.5,2
57683,h9drdp,85.3,0.102,8.33,3
57687,h9drdp,86.5,0.013,4.17,4
57975,h9drdp,78.3,3.914,75.0,2
57978,h9drdp,78.2,0.186,45.83,3
58051,h9drdp,80.1,0.953,66.67,2
58073,h9drdp,85.0,0.03,12.5,4
58108,h9drdp,84.1,0.206,29.17,3
58115,h9drdp,80.0,0.625,29.17,1
58239,h9drdp,73.4,0.0,0.0,2
58305,h9drdq,77.9,1.5,29.17,5
58311,h9drdq,84.5,0.04,4.17,1
58315,h9drdq,81.1,0.0,0.0,1
58316,h9drdq,81.7,0.173,4.17,1
58329,h9drdq,83.1,0.0,0.0,2
58338,h9drdq,76.8,0.0,0.0,2
58345,h9drdq,77.6,0.999,58.33,1
58451,h9drdq,75.6,0.062,8.33,3
58592,h9drdq,78.3,0.578,25.0,2
58678,h9drdq,79.0,0.946,37.5,9
58699,h9drdq,80.4,1.068,25.0,4
58704,h9drdq,82.2,0.055,4.17,1
58740,h9drdq,81.0,0.107,4.17,3
58949,h9drdq,74.1,0.677,58.33,1
58951,h9drdq,77.1,0.0,0.0,2
58958,h9drdq,72.5,0.0,0.0,1
58963,h9drdq,82.9,0.071,8.33,2
58966,h9drdq,76.5,0.0,0.0,5
59013,h9drdq,78.3,3.914,75.0,2
59017,h9drdq,81.8,0.075,12.5,5
59021,h9drdq,79.5,0.081,16.67,1
59022,h9drdq,78.1,0.367,25.0,2
59030,h9drdq,84.2,0.0,0.0,3
59058,h9drdq,85.2,0.117,20.83,1
59142,h9drdq,83.5,0.206,20.83,4
59161,h9drdq,81.1,1.467,37.5,2
59174,h9drdq,79.9,0.0,0.0,4
59239,h9drdq,76.3,0.019,8.33,1
59367,h9drdq,72.5,1.795,95.83,5
59370,h9drdq,72.5,2.422,83.33,1
59384,h9drdr,75.9,2.496,91.67,2
59391,h9drdr,81.2,0.049,12.5,4
59414,h9drdr,79.2,2.142,70.83,2
59498,h9drdr,73.4,0.752,25.0,1
59535,h9drdr,66.0,0.0,0.0,1
59537,h9drdr,67.7,0.0,0.0,1
59550,h9drdr,69.5,0.0,0.0,2
59599,h9drdr,81.7,0.034,8.33,1
59639,h9drdr,82.7,0.021,12.5,1
59673,h9drdr,80.4,1.448,37.5,4
59727,h9drdr,80.4,0.597,20.83,3
59754,h9drdr,83.1,0.162,25.0,7
59764,h9drdr,80.8,0.066,12.5,2
59767,h9drdr,82.0,0.008,4.17,2
59781,h9drdr,82.2,0.176,8.33,3
59858,h9drdr,76.5,0.0,0.0,2
59967,h9drdr,77.1,0.0,0.0,2
60013,h9drdr,78.3,0.375,25.0,2
60023,h9drdr,78.2,0.512,20.83,1
60029,h9drdr,78.3,3.914,75.0,7
60043,h9drdr,78.1,0.367,25.0,4
60085,h9drdr,80.1,0.953,66.67,1
60150,h9drdr,80.4,0.574,25.0,2
60155,h9drdr,80.0,0.625,29.17,4
60167,h9drdr,85.3,0.0,0.0,2
60168,h9drdr,81.1,1.467,37.5,5
60175,h9drdr,80.9,0.0,0.0,3
60181,h9drdr,80.4,0.0,0.0,2
60210,h9drdr,75.5,0.0,0.0,1
60211,h9drdr,77.7,0.008,8.33,2
60248,h9drdr,76.7,0.423,29.17,3
60296,h9drdr,76.8,0.0,0.0,3
60355,h9drdr,68.8,0.0,0.0,2
60391,h9drdr,72.3,2.553,58.33,3
60395,h9drdr,72.5,1.795,95.83,3
60446,h9drds,70.7,0.0,0.0,2
60491,h9drds,72.9,0.044,33.33,1
60624,h9drds,80.4,0.597,20.83,2
60628,h9drds,81.4,0.28,25.0,3
60647,h9drds,80.3,0.005,4.17,3
60665,h9drds,73.8,0.088,29.17,1
60671,h9drds,74.7,1.86,54.17,6
60673,h9drds,68.5,0.0,0.0,5
60682,h9drds,74.2,0.004,4.17,6
60693,h9drds,74.5,0.013,4.17,3
60711,h9drds,77.2,0.004,4.17,1
60752,h9drds,72.2,0.073,4.17,5
60782,h9drds,74.8,0.0,0.0,2
60816,h9drds,77.8,0.0,0.0,3
60831,h9drds,79.8,0.0,0.0,2
60845,h9drds,83.3,0.021,4.17,5
60852,h9drds,78.3,3.914,75.0,3
60864,h9drds,84.3,0.046,12.5,2
60865,h9drds,84.2,0.0,0.0,3
60869,h9drds,83.7,0.114,8.33,1
60910,h9drds,86.7,0.0,0.0,2
60933,h9drds,78.9,2.857,79.17,3
61042,h9drds,75.5,0.0,0.0,2
61061,h9drdt,84.7,0.028,12.5,3
61174,h9drdt,71.1,0.056,16.67,1
61196,h9drdt,77.8,0.039,4.17,3
61244,h9drdt,81.7,0.034,8.33,2
61251,h9drdt,79.8,0.0,0.0,1
61261,h9drdt,83.0,0.0,0.0,1
61355,h9drdt,78.5,0.765,37.5,1
61357,h9drdt,80.5,0.017,8.33,2
61471,h9drdt,65.7,0.0,0.0,4
61488,h9drdt,71.1,0.249,12.5,2
61491,h9drdt,69.6,0.008,4.17,7
61502,h9drdt,65.6,0.0,0.0,2
61511,h9drdt,72.2,0.073,4.17,4
61541,h9drdt,74.8,0.0,0.0,4
61597,h9drdt,79.1,0.0,0.0,3
61624,h9drdt,78.3,3.914,75.0,2
61643,h9drdt,83.7,0.13,29.17,1
61704,h9drdt,83.5,0.138,16.67,3
61711,h9drdt,80.9,0.0,0.0,2
61753,h9drdt,77.4,0.118,25.0,2
61760,h9drdt,74.8,0.0,0.0,4
61786,h9drdt,76.1,0.0,0.0,1
61790,h9drdt,64.6,0.0,0.0,6
61797,h9drdt,74.3,0.0,0.0,2
61826,h9drdt,74.3,0.0,0.0,3
61857,h9drdt,76.1,0.001,4.17,1
61879,h9drdt,72.5,1.795,95.83,3
61891,h9drdu,82.8,0.264,25.0,2
61914,h9drdu,79.2,2.142,70.83,1
62008,h9drdu,85.4,0.018,12.5,2
62030,h9drdu,80.4,0.597,20.83,1
62046,h9drdu,79.5,1.856,37.5,3
62052,h9drdu,81.6,0.0,0.0,3
62064,h9drdu,80.8,0.066,12.5,4
62069,h9drdu,74.7,1.86,54.17,2
62071,h9drdu,68.5,0.0,0.0,4
62078,h9drdu,76.6,0.643,20.83,1
62086,h9drdu,76.5,0.0,0.0,3
62112,h9drdu,72.2,0.073,4.17,2
62135,h9drdu,74.7,0.0,0.0,8
62153,h9drdu,82.9,0.071,8.33,6
62160,h9drdu,77.8,0.0,0.0,4
62188,h9drdu,78.3,3.914,75.0,1
62194,h9drdu,78.6,0.081,12.5,3
62202,h9drdu,83.7,0.023,12.5,1
62223,h9drdu,80.1,0.953,66.67,2
62236,h9drdu,87.1,0.0,0.0,1
62237,h9drdu,86.3,0.018,8.33,3
62240,h9drdu,82.0,0.458,33.33,1
62258,h9drdu,78.9,2.857,79.17,3
62261,h9drdu,82.5,0.517,45.83,4
62325,h9drdu,76.1,0.0,0.0,3
62350,h9drdu,65.6,0.0,0.0,3
62412,h9drdv,83.7,0.002,4.17,1
62428,h9drdv,68.5,0.0,0.0,3
62453,h9drdv,79.9,0.016,8.33,2
62465,h9drdv,84.6,0.51,20.83,1
62469,h9drdv,80.9,0.0,0.0,2
62527,h9drdw,81.2,0.049,12.5,2
62574,h9drdw,70.7,0.0,0.0,2
62665,h9drdw,72.6,0.0,0.0,1
62709,h9drdw,81.7,0.034,8.33,2
62724,h9drdw,79.8,0.0,0.0,2
62726,h9drdw,80.5,0.0,0.0,1
62746,h9drdw,78.3,0.578,25.0,1
62767,h9drdw,80.8,0.367,50.0,3
62789,h9drdw,84.4,0.351,25.0,3
62826,h9drdw,81.9,0.023,12.5,1
62827,h9drdw,81.7,0.36,16.67,5
62841,h9drdw,80.9,0.06,20.83,5
62849,h9drdw,79.5,1.856,37.5,4
62859,h9drdw,80.8,0.0,0.0,3
62862,h9drdw,78.5,0.765,37.5,1
62867,h9drdw,84.6,0.0,0.0,2
62870,h9drdw,80.3,0.005,4.17,5
62875,h9drdw,80.8,0.066,12.5,1
62912,h9drdw,66.7,0.0,0.0,1
62939,h9drdw,75.0,0.0,0.0,1
62942,h9drdw,71.1,0.249,12.5,1
62981,h9drdw,74.8,0.0,0.0,3
63037,h9drdw,79.3,0.225,41.67,1
63039,h9drdw,79.2,0.0,0.0,2
63052,h9drdw,83.3,0.021,4.17,1
63059,h9drdw,79.2,1.641,20.83,3
63091,h9drdw,82.6,0.502,29.17,2
63165,h9drdw,83.6,0.007,4.17,2
63169,h9drdw,80.9,0.0,0.0,3
63173,h9drdw,79.5,0.0,0.0,1
63218,h9drdw,74.7,0.008,4.17,2
63228,h9drdw,64.6,0.0,0.0,9
63237,h9drdw,74.3,0.0,0.0,1
63252,h9drdw,65.6,0.0,0.0,4
63258,h9drdw,77.1,0.0,0.0,1
63265,h9drdw,75.3,0.0,0.0,1
63291,h9drdw,77.1,0.005,4.17,2
63308,h9drdx,84.5,0.041,4.17,2
63461,h9drdx,81.3,0.412,16.67,1
63462,h9drdx,80.8,0.367,50.0,1
63493,h9drdx,82.0,0.523,37.5,6
63760,h9drdx,74.8,1.424,91.67,1
63761,h9drdx,78.3,3.914,75.0,1
63782,h9drdx,78.1,0.367,25.0,2
63871,h9drdx,80.1,0.953,66.67,4
63900,h9drdx,85.2,0.0,0.0,2
